2025-04-08 22:42:36,474 - seo_crawler - INFO - Processing sitemap: https://www.stihl.it/sitemap.xml
2025-04-08 22:42:37,681 - seo_crawler - INFO - Processing sitemap
2025-04-08 22:42:43,399 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/giacca-in-pile-performance-166509 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,399 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/diy-stihl/manutenzione-attrezzi-da-giardino/come-usare-la-motosega/come-affilare-catena-motosega (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,399 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/c/idropulitrici-ad-alta-pressione-98132 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/tecnologia-stihl/carica-batteria-stihl/stihl-sistema-ap (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/diy-stihl/giardino-fai-da-te/progettare-giardino/giardino-autunno (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/pantaloni-di-protezione-per-decespugliatore-protect-fs-2702 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/attrezzo-per-sbavatura-spranga-1854 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/kit-di-conversione-con-chiusura-a-scatto-1699 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/assistenza-informazioni/sicurezza (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/motoseghe-motoseghe-msa-300-144339 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/catena-3-8-p-picco-micro-3-pm3-1-3-mm-1706 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/occhiali-di-protezione-function-light-colore-chiari-2213 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/soffiatori-aspiratori-trituratori-bga-100-61329 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/potatori-cesoie-seghe-bypass-pg-20-1514 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/diy-stihl/manutenzione-attrezzi-da-giardino/taglio-siepi (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/aspiratori-a-secco-e-a-umido-sea-60-l-205523 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/motoseghe-motoseghe-ms-212-145760 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/erogatore-per-schiuma-93559 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/tecnologia-stihl/sistemi-di-avviamento/m-tronic (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/camicetta-di-flanella-111594 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ac/testine-falcianti-100115 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/testina-falciante-autocut-27-2-167130 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ac/scarponi-per-motosega-scarpe-da-lavoro-98373 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/caricabatterie-veloce-al-5-188906 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/diy-stihl/costruzioni-in-legno-fai-da-te/mobili-in-legno-fai-da-te/costruire-porta-da-calcio (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/multispray-1462 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/valvola-di-mandata-1-5-bar-2401 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/occhiali-di-sicurezza-timbersports-edition-184978 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/tosasiepi-tagliasiepi-hl-91-74077 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/decespugliatori-tagliabordi-fs-240-2876 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/felpa-%2522logo%2522-131840 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ac/prodotti-per-pulizia-98375 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/catena-404-rapid-super-rs-1-6-mm-551 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/p/troncatrici-ts-910i-202729 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/ap/set-montaggio-per-coltello-trituratore-171566 (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/tecnologia-stihl/fili-lame (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
2025-04-08 22:42:43,415 - seo_content_loader - ERROR - Error fetching URL: https://www.stihl.it/it/assistenza-informazioni/domande-frequenti/stihl-faq/spedizioni-consegna (Cannot connect to host www.stihl.it:443 ssl:default [Impossibile raggiungere la destinazione del percorso di rete. Per informazioni sulla risoluzione dei problemi di rete, consultare la Guida di Windows])
